Timestamp,Name,Registration Number,Gender,Batch,Area or Locality Near College,Type of Accommodation,Latitude (Accommodation),Longitude (Accommodation),Pincode,Commute Mode(s),How long is your commute,Do you usually travel alone or with others?,When Do You Leave for College?,When Do You Return Home?,Days of the Week You Commute,Have You Experienced Any Safety Incidents?,How many incidents have you experienced?,Where Did the Incident Happen?,Latitude (Incident),Longitude (Incident),Describe the incident,At which date the incident happen?,At what time the incident happen?,Was there any emergency support available?,Was the area had well lighting?,Were there any witnesses or bystanders present?,How Safe Do You Feel in Your Accommodation?,How Safe Do You Feel During Your Commute?,How likely are you to report an incident?,Do you feel informed about crime prevention strategies?,Do you know how to report safety concerns?,Confidence in staying safe,Has Incident
18:10.9,Gunbir Pandya,2023BTech911,Male,2023,Sehore,Hostel,23.354677,77.416914,462030,['College Bus'],15–30 mins,With friends,6:00 PM,5:55 PM,"['Thursday', 'Saturday', 'Wednesday']",Yes,1,"19/281, Acharya Circle
Jorhat 046164",23.386393,77.241435,Veniam labore dolorem accusamus.,18-10-2024,08:36:48,Not Sure,Not Sure,Yes,5,4,1,Not Sure,Yes,1,1
26:36.0,Zansi Narayanan,2021BTech422,Male,2024,Bhopal,Hostel,23.124375,77.154983,466001,"['Walking', 'Private Bus']",45 mins–1 hour,With friends,1:15 PM,7:30 PM,"['Monday', 'Thursday', 'Tuesday']",Yes,3,"33/99, Subramaniam Chowk
Khandwa 017972",23.479433,77.471871,Laboriosam possimus in repellat.,19-08-2024,00:36:06,Not Sure,Not Sure,No,2,1,1,Yes,Yes,1,1
44:01.7,Harsh Rege,2025BTech995,Male,2025,Bhopal,Hostel,23.497153,77.02311,462030,"['College Bus', 'Scooty', 'Private Bus']",15–30 mins,Alone,10:05 AM,4:20 PM,"['Thursday', 'Friday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,1,4,1,No,Yes,2,1
27:11.7,Upkaar Kalita,2025BTech264,Female,2023,Bhopal,Hostel,23.177926,77.094369,466001,['Private Bus'],15–30 mins,Alone,8:30 AM,4:20 PM,"['Friday', 'Wednesday', 'Saturday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,No,2,4,2,Yes,Yes,3,1
03:13.6,Ekapad Narang,2020BTech457,Male,2025,Sehore,PG,23.26159,77.017133,466001,"['Walking', 'Bike', 'Private Bus']",45 mins–1 hour,Alone,10:05 AM,4:20 PM,"['Wednesday', 'Monday', 'Saturday', 'Tuesday', 'Thursday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,Yes,2,4,2,Yes,No,5,1
57:44.3,Nirja Tak,2024BTech352,Female,2023,Kotri,Hostel,23.125105,77.275736,466001,['Monthly Cab'],15–30 mins,With friends,4:25 PM,4:20 PM,"['Tuesday', 'Friday', 'Monday', 'Wednesday']",Yes,3,"56/687
Shenoy Street, Bareilly-027728",23.025606,77.169042,Provident maiores ea id laboriosam cupiditate harum.,14-02-2024,02:48:26,No,No,Yes,5,2,5,No,Yes,4,1
16:11.4,Upasna Mane,2024BTech898,Male,2024,Bhopal,Hostel,23.077921,77.257935,462030,"['Walking', 'Monthly Cab']",30–45 mins,With friends,10:05 AM,5:55 PM,"['Friday', 'Saturday', 'Monday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,4,5,3,Not Sure,Yes,4,1
51:03.3,Odika Dixit,2020BTech778,Other,2023,Bhopal,Hostel,23.398896,77.255828,462030,['Scooty'],15–30 mins,Alone,11:40 AM,5:55 PM,"['Monday', 'Wednesday', 'Saturday']",Yes,3,"H.No. 59
Gaba Chowk
Parbhani 837135",23.024548,77.046309,Repellendus dolores veniam.,08-07-2024,14:24:45,Yes,Not Sure,No,1,1,2,Not Sure,No,2,1
15:06.1,Abdul Manne,2020BTech276,Other,2025,Bhopal,Hostel,23.146193,77.181707,462030,['Bike'],15–30 mins,With friends,2:50 PM,1:10 PM,"['Saturday', 'Friday', 'Tuesday']",Yes,3,"20, Madan Street
Kavali-185413",23.46882,77.397718,Sequi reprehenderit tempora amet optio nam.,01-10-2024,21:53:34,Not Sure,No,No,4,4,1,No,Yes,3,1
46:18.3,Maanas Raval,2022BTech822,Female,2025,Bhopal,Rented Flat,23.077211,77.367575,466001,['Private Bus'],30–45 mins,With friends,6:00 PM,7:30 PM,"['Friday', 'Saturday', 'Tuesday', 'Monday', 'Wednesday']",Yes,1,"240, Ray Ganj, Karimnagar 880650",23.060347,77.398692,Consequuntur repudiandae cum libero.,04-05-2024,01:08:42,No,Not Sure,Yes,4,1,3,Yes,Yes,5,1
17:17.8,Dhruv Kala,2025BTech191,Female,2024,Bhopal,Hostel,23.106432,77.384886,462030,"['College Bus', 'Monthly Cab']",15–30 mins,With friends,2:50 PM,11:35 AM,"['Friday', 'Saturday', 'Tuesday', 'Wednesday', 'Thursday', 'Monday']",Yes,2,"00, Hegde Street, Kollam 316472",23.408051,77.160062,Tenetur velit commodi magnam.,14-11-2024,15:39:07,Not Sure,Yes,No,2,5,1,No,Yes,4,1
25:07.9,Siya Gopal,2024BTech256,Other,2024,Kotri,Rented Flat,23.398052,77.317141,462030,"['Scooty', 'Private Bus']",30–45 mins,With friends,10:05 AM,4:20 PM,"['Monday', 'Friday', 'Saturday', 'Wednesday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,5,1,2,Yes,No,3,1
07:00.4,Dev Pau,2022BTech980,Female,2025,Sehore,Hostel,23.279084,77.15902,466001,"['Bike', 'Monthly Cab', 'Walking']",15–30 mins,Alone,2:50 PM,10:00 AM,"['Saturday', 'Thursday', 'Wednesday', 'Tuesday', 'Friday', 'Monday']",Yes,3,"39, Mital Path, Vellore-252797",23.444458,77.142426,Tempora consequatur expedita.,07-03-2024,20:04:25,Yes,Yes,No,1,1,4,No,No,5,1
36:20.2,Aarna Nori,2022BTech374,Female,2024,Sehore,PG,23.313512,77.118909,462030,"['College Bus', 'Personal Car', 'Private Bus']",15–30 mins,With friends,2:50 PM,4:20 PM,"['Wednesday', 'Tuesday', 'Monday', 'Thursday']",Yes,3,"H.No. 76, Gera Chowk
Kolkata 835519",23.112099,77.018839,Sed aliquam impedit fugit ab reprehenderit eaque.,28-09-2024,14:32:39,Yes,Not Sure,No,1,1,5,No,Yes,3,1
11:14.6,Bhavya Bhatti,2025BTech707,Female,2025,Kotri,Rented Flat,23.146036,77.083826,466001,"['College Bus', 'Personal Car']",45 mins–1 hour,Alone,11:40 AM,10:00 AM,"['Friday', 'Wednesday', 'Monday']",No,0,None,0.0,0.0,None,None,None,No,No,No,1,4,1,Yes,No,2,1
59:28.1,Zaitra Misra,2021BTech520,Female,2023,Bhopal,PG,23.484369,77.445516,462030,"['Scooty', 'Private Bus', 'College Bus']",15–30 mins,With friends,1:15 PM,7:30 PM,"['Tuesday', 'Thursday', 'Friday']",No,0,None,0.0,0.0,None,None,None,No,Yes,Yes,2,2,1,Not Sure,No,3,1
51:43.8,Ishita Subramanian,2021BTech305,Other,2024,Bhopal,Hostel,23.367388,77.303808,462030,"['Monthly Cab', 'Walking', 'College Bus']",15–30 mins,Alone,2:50 PM,4:20 PM,"['Wednesday', 'Friday', 'Monday', 'Saturday', 'Tuesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,Yes,1,5,2,Yes,No,5,1
07:19.1,Kritika Devi,2020BTech797,Female,2023,Bhopal,Hostel,23.111881,77.169265,466001,"['Walking', 'Monthly Cab']",15–30 mins,With friends,8:30 AM,4:20 PM,"['Saturday', 'Tuesday', 'Monday', 'Friday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,No,No,No,3,3,5,Not Sure,Yes,5,1
27:13.6,Bakhshi Shan,2021BTech251,Male,2024,Sehore,Hostel,23.0223,77.372208,466001,"['Bike', 'Scooty', 'Walking']",45 mins–1 hour,With friends,10:05 AM,11:35 AM,"['Friday', 'Monday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,No,2,5,3,Yes,No,4,1
38:13.6,Nimrat Bhavsar,2022BTech940,Male,2025,Bhopal,PG,23.105751,77.353324,462030,"['Personal Car', 'Private Bus']",30–45 mins,Alone,10:05 AM,2:45 PM,"['Friday', 'Wednesday', 'Saturday', 'Monday']",Yes,3,"H.No. 36
Chaudry Chowk
Kharagpur 081831",23.269429,77.0741,Iure inventore quod inventore.,28-03-2024,16:07:06,Yes,Not Sure,No,4,3,2,No,Yes,3,1
35:01.1,Diya De,2023BTech395,Male,2024,Kotri,Rented Flat,23.256332,77.127648,462030,['Personal Car'],15–30 mins,Alone,1:15 PM,4:20 PM,"['Friday', 'Monday', 'Saturday', 'Wednesday']",Yes,2,"25/71, Arora Zila, Hapur-274401",23.086537,77.0168,Aperiam cum consectetur facilis voluptatem sint recusandae.,24-09-2024,19:53:00,No,Yes,Yes,4,5,4,Not Sure,No,4,1
30:37.9,Kai Rout,2020BTech354,Female,2023,Bhopal,PG,23.43671,77.067504,466001,"['Personal Car', 'Walking', 'Private Bus']",15–30 mins,With friends,4:25 PM,2:45 PM,"['Tuesday', 'Thursday', 'Saturday', 'Monday', 'Friday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,Yes,1,3,1,Yes,No,1,1
46:16.3,Quincy Vaidya,2020BTech719,Male,2024,Bhopal,Hostel,23.342235,77.408644,466001,"['Walking', 'Monthly Cab']",30–45 mins,Alone,10:05 AM,11:35 AM,"['Wednesday', 'Tuesday', 'Monday', 'Saturday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,Yes,5,1,5,No,No,3,1
43:29.2,Aadhya Chaudhary,2021BTech359,Male,2023,Sehore,Rented Flat,23.187327,77.355433,466001,"['Walking', 'Monthly Cab']",15–30 mins,With friends,4:25 PM,4:20 PM,"['Friday', 'Monday', 'Tuesday', 'Wednesday']",Yes,2,"H.No. 16, Mand Path
Katihar 112460",23.327041,77.147969,Tempora est eaque earum.,04-06-2024,23:15:57,No,Yes,No,2,1,4,Yes,Yes,3,1
10:57.9,Hardik Biswas,2024BTech263,Female,2023,Kotri,Hostel,23.100255,77.424108,462030,"['College Bus', 'Bike']",30–45 mins,With friends,2:50 PM,2:45 PM,"['Tuesday', 'Monday', 'Saturday', 'Wednesday', 'Thursday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,Yes,1,1,1,No,No,5,1
08:01.7,Maanav Nadig,2024BTech119,Female,2025,Bhopal,Hostel,23.414081,77.078453,466001,"['Bike', 'Private Bus']",30–45 mins,Alone,10:05 AM,10:00 AM,"['Tuesday', 'Thursday', 'Monday', 'Wednesday', 'Friday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,Yes,3,3,1,Not Sure,Yes,4,1
45:09.5,Jhalak Deshmukh,2025BTech175,Female,2025,Kotri,PG,23.488615,77.201423,466001,['Monthly Cab'],30–45 mins,With friends,6:00 PM,11:35 AM,"['Wednesday', 'Thursday', 'Friday', 'Monday']",No,0,None,0.0,0.0,None,None,None,No,Yes,Yes,3,4,1,Not Sure,No,2,1
25:42.6,Pranit Nagi,2024BTech561,Female,2023,Kotri,Hostel,23.241146,77.249452,462030,"['Monthly Cab', 'Scooty', 'Private Bus']",45 mins–1 hour,Alone,6:00 PM,5:55 PM,"['Thursday', 'Monday', 'Saturday', 'Tuesday', 'Wednesday', 'Friday']",Yes,2,"85/473, Contractor Chowk
Ambarnath 864038",23.465086,77.232813,Ipsum laborum illum a.,12-09-2024,17:20:45,Yes,No,No,4,1,3,Yes,No,4,1
34:03.1,Simon Soman,2025BTech792,Other,2024,Sehore,Rented Flat,23.23625,77.176492,462030,"['Bike', 'Walking', 'Private Bus']",30–45 mins,Alone,11:40 AM,7:30 PM,"['Wednesday', 'Thursday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,No,4,5,1,Yes,No,4,1
33:37.4,Chatura Sidhu,2021BTech749,Male,2024,Bhopal,Hostel,23.016241,77.273185,466001,['Bike'],45 mins–1 hour,With friends,1:15 PM,10:00 AM,"['Saturday', 'Monday', 'Friday', 'Tuesday', 'Wednesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,3,2,2,Yes,No,4,1
22:18.4,Omaja Deol,2025BTech955,Other,2024,Sehore,PG,23.372601,77.402785,462030,['Bike'],15–30 mins,Alone,10:05 AM,10:00 AM,"['Wednesday', 'Saturday', 'Monday', 'Friday', 'Tuesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,No,4,1,4,Yes,Yes,1,1
08:04.0,Vansha Ahuja,2020BTech528,Male,2025,Bhopal,Hostel,23.419758,77.239156,462030,"['Private Bus', 'College Bus', 'Walking']",15–30 mins,With friends,4:25 PM,5:55 PM,"['Tuesday', 'Monday', 'Saturday', 'Thursday', 'Friday']",Yes,1,"03/97, Parekh Circle, North Dumdum-602719",23.319499,77.0183,Ullam sit occaecati tempora.,28-03-2024,19:51:16,Not Sure,No,Yes,5,4,4,Not Sure,Yes,1,1
17:29.9,Yutika Balay,2021BTech874,Female,2024,Kotri,PG,23.181284,77.480869,462030,"['College Bus', 'Private Bus']",30–45 mins,Alone,10:05 AM,5:55 PM,"['Tuesday', 'Saturday', 'Thursday']",Yes,3,"H.No. 581, Srinivas Chowk
Bidar 673205",23.224311,77.045127,Eaque illum neque iusto.,22-11-2024,13:06:00,Not Sure,Yes,Yes,3,3,1,Not Sure,No,2,1
50:41.1,Lekha Das,2025BTech749,Other,2023,Kotri,Hostel,23.195451,77.310732,466001,['Monthly Cab'],15–30 mins,Alone,2:50 PM,2:45 PM,"['Saturday', 'Friday', 'Tuesday', 'Thursday', 'Monday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,No,1,5,4,No,Yes,1,1
29:24.8,Kala Chaudhry,2022BTech452,Female,2025,Bhopal,PG,23.228007,77.053674,466001,"['Personal Car', 'Walking']",45 mins–1 hour,With friends,4:25 PM,5:55 PM,"['Wednesday', 'Friday', 'Thursday', 'Monday', 'Tuesday']",Yes,1,"557
Bora Chowk, Ulhasnagar 518864",23.487197,77.481682,Eveniet iure fugiat aut nemo.,16-07-2024,09:51:51,No,Yes,Yes,1,3,4,No,Yes,4,1
56:50.6,Raagini Choudhury,2021BTech991,Female,2024,Bhopal,Hostel,23.49128,77.232434,462030,"['Walking', 'Personal Car', 'Monthly Cab']",30–45 mins,With friends,1:15 PM,7:30 PM,"['Tuesday', 'Monday', 'Thursday', 'Saturday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,Yes,5,5,4,No,No,5,1
09:42.5,Kai Talwar,2021BTech372,Male,2024,Kotri,Hostel,23.468622,77.443406,462030,"['Private Bus', 'Monthly Cab']",15–30 mins,Alone,4:25 PM,4:20 PM,"['Tuesday', 'Wednesday', 'Friday', 'Saturday']",Yes,3,"85
Morar Marg, Ulhasnagar-269227",23.105736,77.10844,Suscipit cumque ea nobis hic beatae voluptates.,28-03-2024,08:32:44,Not Sure,Yes,Yes,3,4,1,Not Sure,Yes,3,1
57:46.2,Ishaan Dey,2025BTech148,Male,2025,Bhopal,PG,23.082945,77.455174,462030,"['Scooty', 'Walking']",30–45 mins,With friends,6:00 PM,2:45 PM,"['Thursday', 'Monday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,Yes,4,1,4,No,Yes,3,1
46:43.4,Ronith Taneja,2022BTech841,Male,2023,Bhopal,Hostel,23.016939,77.351752,466001,"['Monthly Cab', 'Walking']",45 mins–1 hour,With friends,2:50 PM,2:45 PM,"['Saturday', 'Wednesday', 'Tuesday', 'Monday', 'Friday', 'Thursday']",Yes,2,"10, Nanda Road, Agra 181358",23.109404,77.05188,Voluptatem consectetur doloremque veniam nobis cum.,15-04-2024,07:01:53,Yes,Not Sure,No,2,1,2,Not Sure,No,2,1
30:20.5,Ishaan Mitter,2024BTech732,Male,2024,Bhopal,Hostel,23.383084,77.048039,462030,['Scooty'],15–30 mins,With friends,2:50 PM,11:35 AM,"['Wednesday', 'Tuesday', 'Monday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,Yes,3,2,3,Yes,Yes,2,1
35:04.7,Bakhshi Bath,2024BTech757,Female,2023,Bhopal,PG,23.017449,77.311023,466001,"['Bike', 'Scooty', 'Private Bus']",45 mins–1 hour,With friends,10:05 AM,10:00 AM,"['Friday', 'Thursday', 'Tuesday', 'Wednesday']",Yes,1,"H.No. 480
Dash Circle, Singrauli 686839",23.006851,77.173576,Deserunt deserunt tempora deserunt.,18-07-2024,02:17:22,Not Sure,No,No,4,5,5,Not Sure,No,3,1
26:20.8,Lohit Bera,2020BTech586,Other,2024,Kotri,PG,23.278657,77.328531,466001,"['Personal Car', 'Walking', 'Scooty']",15–30 mins,With friends,11:40 AM,5:55 PM,"['Wednesday', 'Saturday', 'Monday', 'Friday', 'Tuesday', 'Thursday']",Yes,1,"H.No. 76
Srinivas Chowk, Begusarai-571064",23.313525,77.356494,Quia recusandae atque odio et a.,05-11-2024,23:39:00,Not Sure,Yes,No,3,5,5,Not Sure,No,4,1
29:35.0,Isaiah Prakash,2025BTech781,Male,2025,Sehore,PG,23.098974,77.489362,462030,"['Bike', 'Personal Car', 'Private Bus']",30–45 mins,With friends,10:05 AM,7:30 PM,"['Monday', 'Tuesday', 'Friday', 'Wednesday', 'Thursday']",Yes,2,"H.No. 20, Oak, Giridih-647092",23.210016,77.262198,Accusantium temporibus officiis eius eaque esse sint eveniet.,03-02-2024,22:57:04,No,No,No,3,5,1,No,Yes,1,1
20:11.8,Rayaan Modi,2025BTech683,Female,2025,Kotri,PG,23.040332,77.064432,466001,"['Walking', 'Private Bus', 'Personal Car']",30–45 mins,With friends,10:05 AM,4:20 PM,"['Friday', 'Saturday', 'Thursday']",Yes,3,"66/59
Sanghvi Zila, Gwalior 410869",23.098916,77.117068,Explicabo placeat inventore laborum corporis ea fugit at.,22-08-2024,10:02:16,Yes,Not Sure,Yes,5,2,1,Not Sure,Yes,1,1
02:10.2,Yutika Peri,2021BTech888,Female,2024,Kotri,Rented Flat,23.48436,77.310214,462030,"['College Bus', 'Bike']",15–30 mins,With friends,8:30 AM,7:30 PM,"['Friday', 'Tuesday', 'Monday', 'Wednesday']",Yes,1,"966
Narayan Nagar, Chinsurah 685369",23.469729,77.011942,Enim unde fuga.,26-09-2024,21:17:47,Not Sure,Not Sure,No,4,1,4,Not Sure,Yes,3,1
29:10.1,Riya Lanka,2021BTech175,Other,2023,Kotri,PG,23.253848,77.154228,466001,['Bike'],15–30 mins,With friends,4:25 PM,2:45 PM,"['Tuesday', 'Wednesday', 'Friday', 'Saturday', 'Monday']",No,0,None,0.0,0.0,None,None,None,No,No,Yes,5,3,3,Not Sure,No,1,1
57:31.4,Patrick Karan,2025BTech536,Male,2024,Sehore,Rented Flat,23.111349,77.114336,466001,"['College Bus', 'Personal Car', 'Bike']",45 mins–1 hour,With friends,2:50 PM,7:30 PM,"['Tuesday', 'Thursday', 'Wednesday']",Yes,2,"H.No. 155, D’Alia Circle, Imphal-282988",23.492866,77.329925,Reprehenderit similique fugiat saepe aperiam tempore.,19-11-2024,11:40:18,No,No,No,1,4,4,No,No,2,1
18:29.9,Harini Mukhopadhyay,2025BTech327,Female,2024,Kotri,Hostel,23.358367,77.136896,466001,"['Personal Car', 'College Bus']",15–30 mins,With friends,4:25 PM,7:30 PM,"['Saturday', 'Thursday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,5,5,4,Yes,Yes,3,1
56:08.6,Frederick Prashad,2021BTech385,Other,2023,Bhopal,Rented Flat,23.147469,77.184872,462030,"['Personal Car', 'Monthly Cab']",45 mins–1 hour,With friends,8:30 AM,7:30 PM,"['Friday', 'Thursday', 'Monday', 'Wednesday', 'Tuesday', 'Saturday']",Yes,3,"35/017, Agarwal Nagar
Bhiwani-962253",23.012479,77.19822,Quo cumque laboriosam nesciunt nemo repellendus.,12-05-2024,22:00:56,Not Sure,No,Yes,4,3,4,Not Sure,Yes,4,1
46:35.0,Yashasvi Kari,2022BTech606,Male,2024,Sehore,Hostel,23.467964,77.013802,462030,['Walking'],45 mins–1 hour,With friends,1:15 PM,10:00 AM,"['Thursday', 'Monday', 'Saturday', 'Wednesday', 'Friday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,No,2,3,4,Yes,No,2,1
23:12.8,Harshil Narayanan,2022BTech720,Male,2023,Bhopal,Rented Flat,23.249662,77.328077,466001,['Bike'],15–30 mins,Alone,10:05 AM,5:55 PM,"['Thursday', 'Tuesday', 'Friday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,No,No,5,3,4,No,No,1,1
43:52.0,Ladli Kapadia,2022BTech298,Other,2024,Kotri,Hostel,23.342745,77.24614,462030,"['Private Bus', 'Monthly Cab']",30–45 mins,With friends,11:40 AM,4:20 PM,"['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Monday']",Yes,3,"20/174, Anne Ganj, Tinsukia-547420",23.011568,77.333843,Natus rem sapiente eligendi laborum cupiditate fuga.,26-11-2024,18:04:52,No,Yes,No,3,3,5,No,Yes,3,1
13:37.6,Madhavi Bose,2023BTech287,Female,2023,Sehore,Rented Flat,23.402294,77.476139,466001,"['Walking', 'Private Bus', 'Bike']",45 mins–1 hour,Alone,4:25 PM,4:20 PM,"['Thursday', 'Monday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,No,3,3,4,No,Yes,4,1
21:45.3,Prisha Kibe,2024BTech602,Female,2023,Bhopal,PG,23.422408,77.257276,466001,"['Monthly Cab', 'College Bus']",30–45 mins,Alone,8:30 AM,5:55 PM,"['Thursday', 'Monday', 'Saturday', 'Tuesday']",Yes,1,"H.No. 231
Dyal Chowk, Panchkula 952338",23.283888,77.473253,Cupiditate quibusdam aliquid est sapiente sunt doloremque.,02-03-2024,13:33:58,No,Yes,No,5,4,5,No,Yes,3,1
17:32.2,Harshil Mangal,2022BTech536,Female,2023,Bhopal,PG,23.495905,77.058849,462030,"['Bike', 'Scooty', 'Personal Car']",45 mins–1 hour,Alone,8:30 AM,7:30 PM,"['Tuesday', 'Monday', 'Saturday', 'Thursday', 'Wednesday']",Yes,3,"H.No. 97
Sridhar Path, Kolhapur-875789",23.12532,77.021127,Atque velit temporibus facere vel similique.,12-08-2024,07:59:31,No,Not Sure,No,4,5,4,No,Yes,5,1
02:38.0,Aarush Nagy,2023BTech749,Other,2023,Kotri,Hostel,23.30345,77.384906,466001,"['Personal Car', 'Bike']",45 mins–1 hour,With friends,6:00 PM,7:30 PM,"['Tuesday', 'Friday', 'Thursday', 'Monday', 'Wednesday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,No,No,Yes,1,3,4,No,Yes,1,1
31:25.8,Chakrika Narain,2024BTech991,Male,2023,Bhopal,Hostel,23.228676,77.244576,466001,['Bike'],30–45 mins,With friends,2:50 PM,2:45 PM,"['Wednesday', 'Friday', 'Tuesday', 'Thursday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,No,1,2,5,Not Sure,Yes,4,1
41:11.6,Yauvani Mall,2025BTech416,Male,2023,Bhopal,Rented Flat,23.454466,77.082207,466001,"['Personal Car', 'Monthly Cab']",45 mins–1 hour,Alone,1:15 PM,2:45 PM,"['Saturday', 'Friday', 'Thursday', 'Tuesday', 'Monday']",No,0,None,0.0,0.0,None,None,None,No,No,No,5,5,4,Yes,No,2,1
48:40.0,Hiral Vohra,2023BTech976,Female,2025,Kotri,Hostel,23.275536,77.126343,466001,['Scooty'],45 mins–1 hour,With friends,10:05 AM,1:10 PM,"['Monday', 'Tuesday', 'Thursday', 'Wednesday', 'Friday']",Yes,1,"035, Barad Road, Mango-499349",23.336697,77.133268,Reiciendis veniam ad eveniet.,29-08-2024,22:27:32,Yes,Yes,No,1,2,2,No,Yes,3,1
12:22.7,Daksha Iyengar,2021BTech823,Male,2025,Bhopal,Rented Flat,23.374201,77.070115,466001,"['Walking', 'Bike']",15–30 mins,With friends,10:05 AM,11:35 AM,"['Monday', 'Saturday', 'Thursday', 'Tuesday', 'Wednesday', 'Friday']",Yes,3,"H.No. 721, Mane Road
Jamshedpur-768057",23.160262,77.335723,Quia eius sunt dolorum error qui.,21-09-2024,23:23:51,No,Yes,Yes,1,4,5,No,No,4,1
55:54.9,Omkaar Prashad,2024BTech143,Female,2025,Kotri,Rented Flat,23.370293,77.232845,466001,"['Walking', 'Monthly Cab']",30–45 mins,Alone,10:05 AM,11:35 AM,"['Wednesday', 'Monday', 'Thursday', 'Tuesday']",Yes,3,"57/61, Chana Path, Mira-Bhayandar-727847",23.475483,77.419165,Enim necessitatibus eveniet repellendus nihil consectetur.,02-09-2024,13:29:31,Yes,No,Yes,4,4,3,No,No,5,1
45:43.1,Harita Kari,2024BTech282,Other,2024,Kotri,Rented Flat,23.390074,77.379597,462030,"['Walking', 'Private Bus', 'College Bus']",30–45 mins,With friends,6:00 PM,7:30 PM,"['Wednesday', 'Monday', 'Saturday', 'Tuesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,No,1,4,2,Not Sure,No,4,1
06:32.1,Krish Bhat,2021BTech563,Female,2025,Kotri,Hostel,23.11473,77.248514,462030,"['Personal Car', 'Private Bus']",45 mins–1 hour,Alone,10:05 AM,10:00 AM,"['Friday', 'Monday', 'Wednesday', 'Tuesday', 'Thursday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,2,4,5,Yes,No,3,1
31:56.0,Kalpit Wable,2020BTech274,Male,2024,Kotri,Rented Flat,23.242615,77.376241,466001,"['Scooty', 'Monthly Cab', 'Walking']",15–30 mins,Alone,11:40 AM,2:45 PM,"['Friday', 'Tuesday', 'Saturday', 'Thursday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,No,1,5,4,No,No,1,1
23:23.9,Dhruv Bhat,2022BTech164,Female,2023,Bhopal,Rented Flat,23.359297,77.428176,466001,['Bike'],45 mins–1 hour,Alone,8:30 AM,10:00 AM,"['Wednesday', 'Friday', 'Tuesday', 'Thursday', 'Monday']",Yes,2,"169, Vala Circle
Gandhidham 578038",23.011072,77.464463,Consectetur dolorem harum consequuntur explicabo iste.,12-01-2024,07:53:31,No,No,Yes,3,1,2,Yes,Yes,3,1
00:10.1,Girindra Anand,2025BTech735,Female,2023,Sehore,Rented Flat,23.450428,77.064014,462030,"['Private Bus', 'Walking', 'Bike']",15–30 mins,Alone,1:15 PM,10:00 AM,"['Friday', 'Wednesday', 'Saturday', 'Thursday', 'Tuesday']",Yes,1,"H.No. 48, Hayre Zila, Guwahati-408056",23.09939,77.070893,Quia saepe totam eveniet voluptatibus ex eligendi.,21-09-2024,00:29:54,No,No,Yes,3,4,1,Not Sure,No,5,1
12:54.6,Aarnav Mitter,2021BTech965,Male,2025,Bhopal,Hostel,23.200282,77.416919,466001,['Personal Car'],30–45 mins,With friends,4:25 PM,1:10 PM,"['Tuesday', 'Saturday', 'Wednesday']",Yes,3,"55, Golla Marg
Berhampur-683706",23.094197,77.368084,In molestiae quia quia sunt.,25-07-2024,17:25:54,No,Not Sure,Yes,4,2,1,Yes,No,5,1
57:58.8,Idika Badami,2022BTech251,Male,2025,Kotri,Hostel,23.376856,77.32719,466001,"['Walking', 'Bike']",30–45 mins,With friends,2:50 PM,2:45 PM,"['Monday', 'Thursday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,5,1,5,No,No,5,1
