Timestamp,Name,Registration Number,Gender,Batch,Area or Locality Near College,Type of Accommodation,Latitude (Accommodation),Longitude (Accommodation),Pincode,Commute Mode(s),How long is your commute,Do you usually travel alone or with others?,When Do You Leave for College?,When Do You Return Home?,Days of the Week You Commute,Have You Experienced Any Safety Incidents?,How many incidents have you experienced?,Where Did the Incident Happen?,Latitude (Incident),Longitude (Incident),Describe the incident,At which date the incident happen?,At what time the incident happen?,Was there any emergency support available?,Was the area had well lighting?,Were there any witnesses or bystanders present?,How Safe Do You Feel in Your Accommodation?,How Safe Do You Feel During Your Commute?,How likely are you to report an incident?,Do you feel informed about crime prevention strategies?,Do you know how to report safety concerns?,Confidence in staying safe,Has Incident,Encoded_Commute_Mode,Encoded_Accommodation,Leave_Hour,Leave_Day,Risk_Score
54:42.1,Kashvi Samra,2025BTech803,Female,2025,Bhopal,Hostel,0.44351712427513945,0.5721657661130735,462030,"['Scooty', 'Personal Car', 'College Bus']",15–30 mins,Alone,4:25 PM,1:10 PM,"['Saturday', 'Thursday', 'Wednesday', 'Tuesday']",Yes,3,"78/585, Thakur Ganj, Khora  977602",0.9999724207753787,0.9955154689424698,Corporis eaque impedit libero cum necessitatibus inventore eius.,15-05-2024,18:23:16,Not Sure,No,No,2,2,1,Not Sure,No,1,1,126,0,,,4
02:54.8,Sanaya Mistry,2025BTech557,Female,2025,Kotri,Hostel,0.5157146060936171,0.12342101934231664,466001,"['Scooty', 'Walking']",45 mins–1 hour,With friends,6:00 PM,4:20 PM,"['Wednesday', 'Thursday', 'Monday', 'Tuesday', 'Saturday']",Yes,1,"45
Bawa Circle
Bikaner 139281",0.9963185565578607,0.9936076616292665,Praesentium accusantium totam.,17-10-2024,07:00:07,Not Sure,Yes,No,3,4,3,Not Sure,Yes,5,1,134,0,,,2
41:30.5,Balvan Gulati,2022BTech318,Female,2024,Kotri,Rented Flat,0.5669332489667696,0.8191302881169236,466001,"['Personal Car', 'Monthly Cab']",45 mins–1 hour,With friends,10:05 AM,1:10 PM,"['Saturday', 'Thursday', 'Friday', 'Monday', 'Wednesday', 'Tuesday']",No,0,,0.0,0.0,,,,No,No,No,2,5,3,Not Sure,No,2,1,76,2,,,1
41:56.9,Nachiket Mukhopadhyay,2023BTech919,Female,2023,Bhopal,Rented Flat,0.6542666517156306,0.6436136996588573,462030,"['Private Bus', 'Monthly Cab']",15–30 mins,Alone,11:40 AM,2:45 PM,"['Monday', 'Wednesday', 'Tuesday', 'Thursday', 'Friday']",No,0,,0.0,0.0,,,,No,Yes,No,4,4,5,Not Sure,No,5,1,100,2,,,1
40:54.3,Benjamin Kari,2023BTech150,Male,2023,Sehore,Rented Flat,0.8037936917310091,0.981296194784619,466001,"['Bike', 'Scooty']",30–45 mins,With friends,8:30 AM,10:00 AM,"['Monday', 'Thursday', 'Saturday', 'Friday', 'Wednesday']",No,0,,0.0,0.0,,,,Not Sure,Not Sure,No,5,5,2,Not Sure,No,2,1,20,2,,,1
48:40.6,Daksh Dey,2024BTech238,Female,2024,Sehore,Rented Flat,0.841516355364746,0.5833559224700764,462030,"['Monthly Cab', 'Bike']",30–45 mins,Alone,4:25 PM,1:10 PM,"['Thursday', 'Tuesday', 'Wednesday', 'Saturday', 'Friday', 'Monday']",No,0,,0.0,0.0,,,,Yes,No,Yes,3,5,4,No,No,3,1,51,2,,,1
57:17.0,Urishilla Divan,2023BTech742,Male,2023,Bhopal,PG,0.33430381571781,0.636286787664119,462030,"['Private Bus', 'Bike']",30–45 mins,Alone,6:00 PM,7:30 PM,"['Wednesday', 'Saturday', 'Monday']",No,0,,0.0,0.0,,,,Yes,Not Sure,No,2,2,2,Yes,Yes,2,1,94,1,,,1
56:04.3,Shaurya Deep,2020BTech792,Other,2024,Bhopal,PG,0.6055770031717458,0.6106275362580789,466001,"['Personal Car', 'Scooty']",45 mins–1 hour,Alone,4:25 PM,4:20 PM,"['Friday', 'Monday', 'Saturday', 'Wednesday', 'Tuesday']",No,0,,0.0,0.0,,,,No,Not Sure,No,5,5,2,No,No,1,1,83,1,,,1
48:59.4,Owen Brar,2020BTech248,Other,2025,Bhopal,PG,0.8871503860570868,0.71311796348391,462030,['Private Bus'],30–45 mins,With friends,4:25 PM,11:35 AM,"['Saturday', 'Thursday', 'Tuesday', 'Wednesday', 'Friday', 'Monday']",No,0,,0.0,0.0,,,,Yes,Not Sure,No,2,1,2,Yes,Yes,5,1,114,1,,,1
49:15.7,Urishilla Sagar,2023BTech943,Male,2025,Kotri,PG,0.6189848780956595,0.7340646189865083,462030,"['Bike', 'Scooty']",45 mins–1 hour,With friends,2:50 PM,1:10 PM,"['Saturday', 'Monday', 'Thursday', 'Wednesday']",Yes,3,"481, Barman Nagar
Haldia-881792",0.9806469175300744,0.9980795217133324,Repellendus dignissimos rerum id molestias.,01-08-2024,13:18:18,Not Sure,Yes,Yes,3,4,4,Not Sure,Yes,3,1,20,1,,,4
11:01.0,Bishakha Rajan,2021BTech568,Male,2024,Bhopal,Hostel,0.35421739339377467,0.36078365229195697,462030,['Bike'],45 mins–1 hour,Alone,6:00 PM,7:30 PM,"['Monday', 'Friday', 'Tuesday', 'Saturday']",Yes,3,"69/23, Bhat
Dehradun-781075",0.9810296643927566,0.9965358823065276,Aliquid officia nobis.,12-07-2024,08:15:32,Not Sure,No,Yes,5,2,1,Not Sure,Yes,1,1,24,0,,,4
27:59.5,Ekavir Sandal,2021BTech318,Female,2025,Bhopal,Hostel,0.4169777015986895,0.39774550375781814,462030,"['Personal Car', 'Walking', 'Scooty']",45 mins–1 hour,Alone,8:30 AM,1:10 PM,"['Monday', 'Saturday', 'Friday']",Yes,3,"72/00
Madan Ganj, Chinsurah-249225",0.9886205054854779,0.9982427863031939,Nisi unde eveniet dolorum porro.,30-04-2024,06:25:35,Yes,Not Sure,No,4,4,3,Yes,No,4,1,87,0,,,4
25:30.5,Netra Rajagopalan,2023BTech868,Other,2024,Bhopal,Hostel,0.4140201999166919,0.0717531378820695,466001,['Private Bus'],45 mins–1 hour,Alone,8:30 AM,11:35 AM,"['Monday', 'Thursday', 'Saturday']",No,0,,0.0,0.0,,,,Not Sure,No,Yes,3,2,3,Not Sure,No,5,1,114,0,,,1
48:39.3,Azaan Baria,2024BTech763,Female,2025,Sehore,PG,0.7747693268830247,0.9249518600397266,466001,"['Scooty', 'Personal Car', 'Private Bus']",30–45 mins,Alone,2:50 PM,4:20 PM,"['Tuesday', 'Saturday', 'Friday', 'Wednesday', 'Monday']",No,0,,0.0,0.0,,,,No,No,No,1,1,4,Yes,No,5,1,127,1,,,1
51:11.9,Aayush Chana,2022BTech371,Male,2025,Kotri,PG,0.634359081152077,0.6607995148857242,462030,"['Walking', 'Monthly Cab', 'Private Bus']",45 mins–1 hour,Alone,2:50 PM,10:00 AM,"['Friday', 'Tuesday', 'Monday', 'Thursday', 'Wednesday', 'Saturday']",No,0,,0.0,0.0,,,,Not Sure,Yes,No,2,1,5,Not Sure,No,3,1,146,1,,,1
06:15.9,Forum Murty,2024BTech533,Other,2023,Kotri,Rented Flat,0.9549006023131383,0.7104012433060802,466001,['Scooty'],15–30 mins,With friends,4:25 PM,4:20 PM,"['Wednesday', 'Thursday', 'Monday', 'Saturday', 'Tuesday', 'Friday']",Yes,1,"71/34, Shan Zila
Bahraich-770812",0.9935017303197015,0.9970216244613789,Dolore eos quibusdam.,01-11-2024,07:30:39,No,Yes,No,5,5,1,Yes,Yes,4,1,135,2,,,2
23:31.8,Tanay Chaudhary,2025BTech651,Female,2024,Kotri,Rented Flat,0.9100434914939299,0.007425300234729093,466001,"['Private Bus', 'Walking']",30–45 mins,Alone,10:05 AM,11:35 AM,"['Wednesday', 'Monday', 'Friday', 'Tuesday', 'Saturday']",Yes,1,"H.No. 739
Halder Marg
Malda 479230",0.996709219679462,0.9996180772468736,Molestiae aperiam dolores placeat veniam ipsum.,15-02-2024,17:09:48,Not Sure,Yes,Yes,2,2,1,No,No,1,1,113,2,,,2
30:07.9,Advik Bhattacharyya,2024BTech713,Female,2025,Bhopal,Hostel,0.7404827315541525,0.2794968947466714,462030,['Monthly Cab'],30–45 mins,With friends,2:50 PM,10:00 AM,"['Monday', 'Saturday', 'Tuesday', 'Friday', 'Wednesday', 'Thursday']",No,0,,0.0,0.0,,,,No,Not Sure,No,1,2,3,No,Yes,4,1,66,0,,,1
27:00.7,Rishi Merchant,2021BTech146,Male,2024,Bhopal,Rented Flat,0.30178931855316193,0.7067327675005686,462030,"['Personal Car', 'Private Bus', 'Scooty']",15–30 mins,With friends,11:40 AM,1:10 PM,"['Monday', 'Friday', 'Thursday', 'Tuesday', 'Wednesday', 'Saturday']",Yes,2,"04/090, Nigam Ganj
Chandigarh 112900",0.9987770231180721,0.9996451224203777,Doloremque possimus itaque a aspernatur.,21-05-2024,00:38:02,Yes,No,Yes,2,4,4,Not Sure,No,5,1,79,2,,,3
18:10.9,Gunbir Pandya,2023BTech911,Male,2023,Sehore,Hostel,0.7093759010668563,0.8343182196949215,462030,['College Bus'],15–30 mins,With friends,6:00 PM,5:55 PM,"['Thursday', 'Saturday', 'Wednesday']",Yes,1,"19/281, Acharya Circle
Jorhat 046164",0.9953373234966865,0.996664127525735,Veniam labore dolorem accusamus.,18-10-2024,08:36:48,Not Sure,Not Sure,Yes,5,4,1,Not Sure,Yes,1,1,50,0,,,2
26:36.0,Zansi Narayanan,2021BTech422,Male,2024,Bhopal,Hostel,0.24822589946496265,0.30838087091663624,466001,"['Walking', 'Private Bus']",45 mins–1 hour,With friends,1:15 PM,7:30 PM,"['Monday', 'Thursday', 'Tuesday']",Yes,3,"33/99, Subramaniam Chowk
Khandwa 017972",0.9992971553774784,0.9996374966104823,Laboriosam possimus in repellat.,19-08-2024,00:36:06,Not Sure,Not Sure,No,2,1,1,Yes,Yes,1,1,156,0,,,4
44:01.7,Harsh Rege,2025BTech995,Male,2025,Bhopal,Hostel,0.9946656841700587,0.043590006164322403,462030,"['College Bus', 'Scooty', 'Private Bus']",15–30 mins,Alone,10:05 AM,4:20 PM,"['Thursday', 'Friday', 'Saturday']",No,0,,0.0,0.0,,,,Yes,No,Yes,1,4,1,No,Yes,2,1,42,0,,,1
27:11.7,Upkaar Kalita,2025BTech264,Female,2023,Bhopal,Hostel,0.3554548585525197,0.18667261011952974,466001,['Private Bus'],15–30 mins,Alone,8:30 AM,4:20 PM,"['Friday', 'Wednesday', 'Saturday', 'Monday']",No,0,,0.0,0.0,,,,Not Sure,No,No,2,4,2,Yes,Yes,3,1,114,0,,,1
03:13.6,Ekapad Narang,2020BTech457,Male,2025,Sehore,PG,0.522981209752345,0.031588648808195785,466001,"['Walking', 'Bike', 'Private Bus']",45 mins–1 hour,Alone,10:05 AM,4:20 PM,"['Wednesday', 'Monday', 'Saturday', 'Tuesday', 'Thursday', 'Friday']",No,0,,0.0,0.0,,,,Yes,Not Sure,Yes,2,4,2,Yes,No,5,1,138,1,,,1
57:44.3,Nirja Tak,2024BTech352,Female,2023,Kotri,Hostel,0.24968763015409934,0.5508436289598535,466001,['Monthly Cab'],15–30 mins,With friends,4:25 PM,4:20 PM,"['Tuesday', 'Friday', 'Monday', 'Wednesday']",Yes,3,"56/687
Shenoy Street, Bareilly-027728",0.9799820369019387,0.9957300238780753,Provident maiores ea id laboriosam cupiditate harum.,14-02-2024,02:48:26,No,No,Yes,5,2,5,No,Yes,4,1,66,0,,,4
16:11.4,Upasna Mane,2024BTech898,Male,2024,Bhopal,Hostel,0.15520776599493047,0.5151005869159633,462030,"['Walking', 'Monthly Cab']",30–45 mins,With friends,10:05 AM,5:55 PM,"['Friday', 'Saturday', 'Monday']",No,0,,0.0,0.0,,,,No,Yes,No,4,5,3,Not Sure,Yes,4,1,147,0,,,1
51:03.3,Odika Dixit,2020BTech778,Other,2023,Bhopal,Hostel,0.7979187357831634,0.5108698925961619,462030,['Scooty'],15–30 mins,Alone,11:40 AM,5:55 PM,"['Monday', 'Wednesday', 'Saturday']",Yes,3,"H.No. 59
Gaba Chowk
Parbhani 837135",0.9799370078592702,0.9941463715499742,Repellendus dolores veniam.,08-07-2024,14:24:45,Yes,Not Sure,No,1,1,2,Not Sure,No,2,1,135,0,,,4
15:06.1,Abdul Manne,2020BTech276,Other,2025,Bhopal,Hostel,0.2919136257328603,0.36204061225595296,462030,['Bike'],15–30 mins,With friends,2:50 PM,1:10 PM,"['Saturday', 'Friday', 'Tuesday']",Yes,3,"20, Madan Street
Kavali-185413",0.9988454604532432,0.9986806832751473,Sequi reprehenderit tempora amet optio nam.,01-10-2024,21:53:34,Not Sure,No,No,4,4,1,No,Yes,3,1,24,0,,,4
46:18.3,Maanas Raval,2022BTech822,Female,2025,Bhopal,Rented Flat,0.15378608272193617,0.7352492937129966,466001,['Private Bus'],30–45 mins,With friends,6:00 PM,7:30 PM,"['Friday', 'Saturday', 'Tuesday', 'Monday', 'Wednesday']",Yes,1,"240, Ray Ganj, Karimnagar 880650",0.9814606323379942,0.9986932510227585,Consequuntur repudiandae cum libero.,04-05-2024,01:08:42,No,Not Sure,Yes,4,1,3,Yes,Yes,5,1,114,2,,,2
17:17.8,Dhruv Kala,2025BTech191,Female,2024,Bhopal,Hostel,0.21229736007432365,0.7700084533569225,462030,"['College Bus', 'Monthly Cab']",15–30 mins,With friends,2:50 PM,11:35 AM,"['Friday', 'Saturday', 'Tuesday', 'Wednesday', 'Thursday', 'Monday']",Yes,2,"00, Hegde Street, Kollam 316472",0.9962590994949043,0.9956141528580045,Tenetur velit commodi magnam.,14-11-2024,15:39:07,Not Sure,Yes,No,2,5,1,No,Yes,4,1,31,0,,,3
25:07.9,Siya Gopal,2024BTech256,Other,2024,Kotri,Rented Flat,0.7962287348220229,0.6339816917556789,462030,"['Scooty', 'Private Bus']",30–45 mins,With friends,10:05 AM,4:20 PM,"['Monday', 'Friday', 'Saturday', 'Wednesday', 'Tuesday']",No,0,,0.0,0.0,,,,Yes,No,Yes,5,1,2,Yes,No,3,1,132,2,,,1
07:00.4,Dev Pau,2022BTech980,Female,2025,Sehore,Hostel,0.5580106846506254,0.3164868571382726,466001,"['Bike', 'Monthly Cab', 'Walking']",15–30 mins,Alone,2:50 PM,10:00 AM,"['Saturday', 'Thursday', 'Wednesday', 'Tuesday', 'Friday', 'Monday']",Yes,3,"39, Mital Path, Vellore-252797",0.9978086007769765,0.9953865914649123,Tempora consequatur expedita.,07-03-2024,20:04:25,Yes,Yes,No,1,1,4,No,No,5,1,7,0,,,4
36:20.2,Aarna Nori,2022BTech374,Female,2024,Sehore,PG,0.6269483067952422,0.23594704704765945,462030,"['College Bus', 'Personal Car', 'Private Bus']",15–30 mins,With friends,2:50 PM,4:20 PM,"['Wednesday', 'Tuesday', 'Monday', 'Thursday']",Yes,3,"H.No. 76, Gera Chowk
Kolkata 835519",0.983663224980887,0.993791919776996,Sed aliquam impedit fugit ab reprehenderit eaque.,28-09-2024,14:32:39,Yes,Not Sure,No,1,1,5,No,Yes,3,1,34,1,,,4
11:14.6,Bhavya Bhatti,2025BTech707,Female,2025,Kotri,Rented Flat,0.29159925351615357,0.16550307513446683,466001,"['College Bus', 'Personal Car']",45 mins–1 hour,Alone,11:40 AM,10:00 AM,"['Friday', 'Wednesday', 'Monday']",No,0,,0.0,0.0,,,,No,No,No,1,4,1,Yes,No,2,1,37,2,,,1
59:28.1,Zaitra Misra,2021BTech520,Female,2023,Bhopal,PG,0.9690673757729158,0.891748840926283,462030,"['Scooty', 'Private Bus', 'College Bus']",15–30 mins,With friends,1:15 PM,7:30 PM,"['Tuesday', 'Thursday', 'Friday']",No,0,,0.0,0.0,,,,No,Yes,Yes,2,2,1,Not Sure,No,3,1,130,1,,,1
51:43.8,Ishita Subramanian,2021BTech305,Other,2024,Bhopal,Hostel,0.7348280363950863,0.607210050860715,462030,"['Monthly Cab', 'Walking', 'College Bus']",15–30 mins,Alone,2:50 PM,4:20 PM,"['Wednesday', 'Friday', 'Monday', 'Saturday', 'Tuesday', 'Thursday']",No,0,,0.0,0.0,,,,Yes,Not Sure,Yes,1,5,2,Yes,No,5,1,62,0,,,1
07:19.1,Kritika Devi,2020BTech797,Female,2023,Bhopal,Hostel,0.22320827860185943,0.33705803099027776,466001,"['Walking', 'Monthly Cab']",15–30 mins,With friends,8:30 AM,4:20 PM,"['Saturday', 'Tuesday', 'Monday', 'Friday', 'Wednesday']",No,0,,0.0,0.0,,,,No,No,No,3,3,5,Not Sure,Yes,5,1,147,0,,,1
27:13.6,Bakhshi Shan,2021BTech251,Male,2024,Sehore,Hostel,0.04383389933681059,0.7445520022006917,466001,"['Bike', 'Scooty', 'Walking']",45 mins–1 hour,With friends,10:05 AM,11:35 AM,"['Friday', 'Monday', 'Saturday']",No,0,,0.0,0.0,,,,Not Sure,Not Sure,No,2,5,3,Yes,No,4,1,19,0,,,1
38:13.6,Nimrat Bhavsar,2022BTech940,Male,2025,Bhopal,PG,0.21093374555473332,0.7066343792605778,462030,"['Personal Car', 'Private Bus']",30–45 mins,Alone,10:05 AM,2:45 PM,"['Friday', 'Wednesday', 'Saturday', 'Monday']",Yes,3,"H.No. 36
Chaudry Chowk
Kharagpur 081831",0.9903592734525659,0.9945049652603069,Iure inventore quod inventore.,28-03-2024,16:07:06,Yes,Not Sure,No,4,3,2,No,Yes,3,1,80,1,,,4
35:01.1,Diya De,2023BTech395,Male,2024,Kotri,Rented Flat,0.5124527440489501,0.25349428846226374,462030,['Personal Car'],15–30 mins,Alone,1:15 PM,4:20 PM,"['Friday', 'Monday', 'Saturday', 'Wednesday']",Yes,2,"25/71, Arora Zila, Hapur-274401",0.982575292666433,0.9937656100876949,Aperiam cum consectetur facilis voluptatem sint recusandae.,24-09-2024,19:53:00,No,Yes,Yes,4,5,4,Not Sure,No,4,1,89,2,,,3
30:37.9,Kai Rout,2020BTech354,Female,2023,Bhopal,PG,0.8736363854804097,0.13272975159981115,466001,"['Personal Car', 'Walking', 'Private Bus']",15–30 mins,With friends,4:25 PM,2:45 PM,"['Tuesday', 'Thursday', 'Saturday', 'Monday', 'Friday', 'Wednesday']",No,0,,0.0,0.0,,,,Not Sure,Not Sure,Yes,1,3,1,Yes,No,1,1,86,1,,,1
46:16.3,Quincy Vaidya,2020BTech719,Male,2024,Bhopal,Hostel,0.6844624034857176,0.8177126942916573,466001,"['Walking', 'Monthly Cab']",30–45 mins,Alone,10:05 AM,11:35 AM,"['Wednesday', 'Tuesday', 'Monday', 'Saturday', 'Friday']",No,0,,0.0,0.0,,,,Not Sure,No,Yes,5,1,5,No,No,3,1,147,0,,,1
43:29.2,Aadhya Chaudhary,2021BTech359,Male,2023,Sehore,Rented Flat,0.3742791465094655,0.7108690894268932,466001,"['Walking', 'Monthly Cab']",15–30 mins,With friends,4:25 PM,4:20 PM,"['Friday', 'Monday', 'Tuesday', 'Wednesday']",Yes,2,"H.No. 16, Mand Path
Katihar 112460",0.9928112708119404,0.995458114077858,Tempora est eaque earum.,04-06-2024,23:15:57,No,Yes,No,2,1,4,Yes,Yes,3,1,147,2,,,3
10:57.9,Hardik Biswas,2024BTech263,Female,2023,Kotri,Hostel,0.19992871559926328,0.8487632196648178,462030,"['College Bus', 'Bike']",30–45 mins,With friends,2:50 PM,2:45 PM,"['Tuesday', 'Monday', 'Saturday', 'Wednesday', 'Thursday', 'Friday']",No,0,,0.0,0.0,,,,Not Sure,Not Sure,Yes,1,1,1,No,No,5,1,27,0,,,1
08:01.7,Maanav Nadig,2024BTech119,Female,2025,Bhopal,Hostel,0.8283247364879998,0.15471450343051174,466001,"['Bike', 'Private Bus']",30–45 mins,Alone,10:05 AM,10:00 AM,"['Tuesday', 'Thursday', 'Monday', 'Wednesday', 'Friday']",No,0,,0.0,0.0,,,,No,Not Sure,Yes,3,3,1,Not Sure,Yes,4,1,16,0,,,1
45:09.5,Jhalak Deshmukh,2025BTech175,Female,2025,Kotri,PG,0.9775694422195826,0.40162882735273797,466001,['Monthly Cab'],30–45 mins,With friends,6:00 PM,11:35 AM,"['Wednesday', 'Thursday', 'Friday', 'Monday']",No,0,,0.0,0.0,,,,No,Yes,Yes,3,4,1,Not Sure,No,2,1,66,1,,,1
25:42.6,Pranit Nagi,2024BTech561,Female,2023,Kotri,Hostel,0.48204474097330774,0.4980673738572534,462030,"['Monthly Cab', 'Scooty', 'Private Bus']",45 mins–1 hour,Alone,6:00 PM,5:55 PM,"['Thursday', 'Monday', 'Saturday', 'Tuesday', 'Wednesday', 'Friday']",Yes,2,"85/473, Contractor Chowk
Ambarnath 864038",0.9986865394274168,0.996552875862589,Ipsum laborum illum a.,12-09-2024,17:20:45,Yes,No,No,4,1,3,Yes,No,4,1,60,0,,,3
34:03.1,Simon Soman,2025BTech792,Other,2024,Sehore,Rented Flat,0.47224113350205954,0.3515692924279108,462030,"['Bike', 'Walking', 'Private Bus']",30–45 mins,Alone,11:40 AM,7:30 PM,"['Wednesday', 'Thursday', 'Saturday']",No,0,,0.0,0.0,,,,Not Sure,Yes,No,4,5,1,Yes,No,4,1,21,2,,,1
33:37.4,Chatura Sidhu,2021BTech749,Male,2024,Bhopal,Hostel,0.03170153461698533,0.5457214167103359,466001,['Bike'],45 mins–1 hour,With friends,1:15 PM,10:00 AM,"['Saturday', 'Monday', 'Friday', 'Tuesday', 'Wednesday', 'Thursday']",No,0,,0.0,0.0,,,,No,Yes,No,3,2,2,Yes,No,4,1,24,0,,,1
22:18.4,Omaja Deol,2025BTech955,Other,2024,Sehore,PG,0.7452663954121661,0.8059482718808226,462030,['Bike'],15–30 mins,Alone,10:05 AM,10:00 AM,"['Wednesday', 'Saturday', 'Monday', 'Friday', 'Tuesday', 'Thursday']",No,0,,0.0,0.0,,,,Not Sure,No,No,4,1,4,Yes,Yes,1,1,24,1,,,1
08:04.0,Vansha Ahuja,2020BTech528,Male,2025,Bhopal,Hostel,0.8396921955595431,0.4773937959186867,462030,"['Private Bus', 'College Bus', 'Walking']",15–30 mins,With friends,4:25 PM,5:55 PM,"['Tuesday', 'Monday', 'Saturday', 'Thursday', 'Friday']",Yes,1,"03/97, Parekh Circle, North Dumdum-602719",0.9924902792809329,0.9937849649351455,Ullam sit occaecati tempora.,28-03-2024,19:51:16,Not Sure,No,Yes,5,4,4,Not Sure,Yes,1,1,96,0,,,2
17:29.9,Yutika Balay,2021BTech874,Female,2024,Kotri,PG,0.3621788197225513,0.9627349521210817,462030,"['College Bus', 'Private Bus']",30–45 mins,Alone,10:05 AM,5:55 PM,"['Tuesday', 'Saturday', 'Thursday']",Yes,3,"H.No. 581, Srinivas Chowk
Bidar 673205",0.9884390273777856,0.9941311199301831,Eaque illum neque iusto.,22-11-2024,13:06:00,Not Sure,Yes,Yes,3,3,1,Not Sure,No,2,1,39,1,,,4
50:41.1,Lekha Das,2025BTech749,Other,2023,Kotri,Hostel,0.3905464069458162,0.6211129115489769,466001,['Monthly Cab'],15–30 mins,Alone,2:50 PM,2:45 PM,"['Saturday', 'Friday', 'Tuesday', 'Thursday', 'Monday', 'Wednesday']",No,0,,0.0,0.0,,,,No,Not Sure,No,1,5,4,No,Yes,1,1,66,0,,,1
29:24.8,Kala Chaudhry,2022BTech452,Female,2025,Bhopal,PG,0.45573559093967475,0.10496017284202708,466001,"['Personal Car', 'Walking']",45 mins–1 hour,With friends,4:25 PM,5:55 PM,"['Wednesday', 'Friday', 'Thursday', 'Monday', 'Tuesday']",Yes,1,"557
Bora Chowk, Ulhasnagar 518864",0.9996275953465504,0.9997640902160408,Eveniet iure fugiat aut nemo.,16-07-2024,09:51:51,No,Yes,Yes,1,3,4,No,Yes,4,1,88,1,,,2
56:50.6,Raagini Choudhury,2021BTech991,Female,2024,Bhopal,Hostel,0.9829057604203371,0.4638965357299867,462030,"['Walking', 'Personal Car', 'Monthly Cab']",30–45 mins,With friends,1:15 PM,7:30 PM,"['Tuesday', 'Monday', 'Thursday', 'Saturday', 'Wednesday']",No,0,,0.0,0.0,,,,No,Not Sure,Yes,5,5,4,No,No,5,1,150,0,,,1
09:42.5,Kai Talwar,2021BTech372,Male,2024,Kotri,Hostel,0.9375360426745232,0.8875121228367107,462030,"['Private Bus', 'Monthly Cab']",15–30 mins,Alone,4:25 PM,4:20 PM,"['Tuesday', 'Wednesday', 'Friday', 'Saturday']",Yes,3,"85
Morar Marg, Ulhasnagar-269227",0.9833924123168987,0.9949480622346087,Suscipit cumque ea nobis hic beatae voluptates.,28-03-2024,08:32:44,Not Sure,Yes,Yes,3,4,1,Not Sure,Yes,3,1,100,0,,,4
57:46.2,Ishaan Dey,2025BTech148,Male,2025,Bhopal,PG,0.1652676769294743,0.9111413638216561,462030,"['Scooty', 'Walking']",30–45 mins,With friends,6:00 PM,2:45 PM,"['Thursday', 'Monday', 'Saturday']",No,0,,0.0,0.0,,,,No,Not Sure,Yes,4,1,4,No,Yes,3,1,134,1,,,1
46:43.4,Ronith Taneja,2022BTech841,Male,2023,Bhopal,Hostel,0.033099189440292776,0.7034779238876752,466001,"['Monthly Cab', 'Walking']",45 mins–1 hour,With friends,2:50 PM,2:45 PM,"['Saturday', 'Wednesday', 'Tuesday', 'Monday', 'Friday', 'Thursday']",Yes,2,"10, Nanda Road, Agra 181358",0.9835485243476246,0.9942182554534056,Voluptatem consectetur doloremque veniam nobis cum.,15-04-2024,07:01:53,Yes,Not Sure,No,2,1,2,Not Sure,No,2,1,65,0,,,3
30:20.5,Ishaan Mitter,2024BTech732,Male,2024,Bhopal,Hostel,0.7662572485823205,0.09364552524260716,462030,['Scooty'],15–30 mins,With friends,2:50 PM,11:35 AM,"['Wednesday', 'Tuesday', 'Monday']",No,0,,0.0,0.0,,,,No,Not Sure,Yes,3,2,3,Yes,Yes,2,1,135,0,,,1
35:04.7,Bakhshi Bath,2024BTech757,Female,2023,Bhopal,PG,0.03412039855187743,0.6216972172191504,466001,"['Bike', 'Scooty', 'Private Bus']",45 mins–1 hour,With friends,10:05 AM,10:00 AM,"['Friday', 'Thursday', 'Tuesday', 'Wednesday']",Yes,1,"H.No. 480
Dash Circle, Singrauli 686839",0.9791838141276025,0.9957885271303025,Deserunt deserunt tempora deserunt.,18-07-2024,02:17:22,Not Sure,No,No,4,5,5,Not Sure,No,3,1,18,1,,,2
26:20.8,Lohit Bera,2020BTech586,Other,2024,Kotri,PG,0.5571556723160143,0.6568519377463531,466001,"['Personal Car', 'Walking', 'Scooty']",15–30 mins,With friends,11:40 AM,5:55 PM,"['Wednesday', 'Saturday', 'Monday', 'Friday', 'Tuesday', 'Thursday']",Yes,1,"H.No. 76
Srinivas Chowk, Begusarai-571064",0.9922360226638235,0.9981487604542789,Quia recusandae atque odio et a.,05-11-2024,23:39:00,Not Sure,Yes,No,3,5,5,Not Sure,No,4,1,87,1,,,2
29:35.0,Isaiah Prakash,2025BTech781,Male,2025,Sehore,PG,0.19736367859545112,0.9797882444124468,462030,"['Bike', 'Personal Car', 'Private Bus']",30–45 mins,With friends,10:05 AM,7:30 PM,"['Monday', 'Tuesday', 'Friday', 'Wednesday', 'Thursday']",Yes,2,"H.No. 20, Oak, Giridih-647092",0.9878306245753787,0.9969320373241458,Accusantium temporibus officiis eius eaque esse sint eveniet.,03-02-2024,22:57:04,No,No,No,3,5,1,No,Yes,1,1,9,1,,,3
20:11.8,Rayaan Modi,2025BTech683,Female,2025,Kotri,PG,0.07994064972927362,0.12656141132907806,466001,"['Walking', 'Private Bus', 'Personal Car']",30–45 mins,With friends,10:05 AM,4:20 PM,"['Friday', 'Saturday', 'Thursday']",Yes,3,"66/59
Sanghvi Zila, Gwalior 410869",0.9831021494898672,0.9950593913171445,Explicabo placeat inventore laborum corporis ea fugit at.,22-08-2024,10:02:16,Yes,Not Sure,Yes,5,2,1,Not Sure,Yes,1,1,155,1,,,4
